                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.39471,                0.34194,                0.40771,                 1.0192,                 0.8482,                      1,                  0.995,                0.75214,                 0.8482,                      1,                  0.995,                0.96316,                0.63541,                0.27719,                 0.8851,                 1.1135,              0.0009308,              0.0009308,              0.0009308
                     30,                0.43059,                0.37185,                0.40793,                 1.0348,                0.94494,                0.83333,                0.97214,                0.78799,                0.94494,                0.83333,                0.97214,                0.97214,                0.56347,                0.27178,                0.84971,                0.97149,              0.0008912,              0.0008912,              0.0008912
                     31,                0.43893,                0.41409,                0.41213,                 1.0345,                0.84815,                      1,                0.97214,                0.92783,                0.84815,                      1,                0.97214,                0.97214,                  0.448,                0.27171,                0.77547,                0.83177,              0.0008516,              0.0008516,              0.0008516
                     32,                0.37286,                0.35603,                0.37327,                0.99631,                0.99221,                      1,                  0.995,                0.92214,                0.99221,                      1,                  0.995,                  0.995,                0.43027,                0.24181,                0.46406,                 0.8765,               0.000812,               0.000812,               0.000812
                     33,                0.39272,                0.38962,                0.36863,                 1.0211,                0.99181,                      1,                  0.995,                0.91883,                0.99181,                      1,                  0.995,                  0.995,                 0.4683,                0.23782,                0.47046,                0.93735,              0.0007724,              0.0007724,              0.0007724
                     34,                0.42311,                0.34558,                0.41394,                 1.0563,                0.99121,                      1,                  0.995,                 0.9075,                0.99121,                      1,                  0.995,                  0.995,                0.52669,                0.24051,                0.50869,                 1.0082,              0.0007328,              0.0007328,              0.0007328
                     35,                0.37021,                0.48693,                0.37019,                0.97539,                0.99179,                      1,                  0.995,                 0.9075,                0.99179,                      1,                  0.995,                  0.995,                0.51902,                0.23887,                 0.5045,                 0.9927,              0.0006932,              0.0006932,              0.0006932
                     36,                0.37147,                0.37274,                0.39571,                0.99003,                0.99277,                      1,                  0.995,                0.89618,                0.99277,                      1,                  0.995,                  0.995,                0.53578,                0.23728,                0.55302,                 1.0199,              0.0006536,              0.0006536,              0.0006536
                     37,                0.37812,                0.37842,                 0.3908,                 1.0022,                0.99263,                      1,                  0.995,                 0.9049,                0.99263,                      1,                  0.995,                  0.995,                0.43251,                0.22862,                0.55194,                0.92796,               0.000614,               0.000614,               0.000614
                     38,                0.35758,                0.38148,                0.38417,                 1.0137,                0.99243,                      1,                  0.995,                0.92354,                0.99243,                      1,                  0.995,                  0.995,                0.37752,                0.23023,                0.51128,                0.86508,              0.0005744,              0.0005744,              0.0005744
                     39,                0.31684,                0.31658,                0.33679,                0.93716,                0.99205,                      1,                  0.995,                0.94712,                0.99205,                      1,                  0.995,                  0.995,                0.33251,                0.23682,                0.50076,                 0.7904,              0.0005348,              0.0005348,              0.0005348
                     40,                0.32396,                0.37658,                0.36286,                0.97368,                0.99103,                      1,                  0.995,                0.95547,                0.99103,                      1,                  0.995,                  0.995,                0.29001,                0.24433,                0.43339,                0.73193,              0.0004952,              0.0004952,              0.0004952
                     41,                  0.351,                0.23631,                 0.7674,                 1.1094,                0.99135,                      1,                  0.995,                0.95741,                0.99135,                      1,                  0.995,                  0.995,                0.29943,                 0.2447,                0.45329,                0.73697,              0.0004556,              0.0004556,              0.0004556
                     42,                0.38037,                0.51096,                0.72073,                 1.0775,                0.99136,                      1,                  0.995,                0.96206,                0.99136,                      1,                  0.995,                  0.995,                0.35773,                0.24247,                 0.5294,                0.77286,               0.000416,               0.000416,               0.000416
                     43,                 0.4379,                0.31684,                0.59959,                 1.1909,                0.99123,                      1,                  0.995,                0.92446,                0.99123,                      1,                  0.995,                  0.995,                0.43306,                0.23958,                0.58807,                0.80905,              0.0003764,              0.0003764,              0.0003764
                     44,                0.27446,                0.23519,                 0.4879,                 1.0868,                0.99113,                      1,                  0.995,                0.90168,                0.99113,                      1,                  0.995,                  0.995,                0.43382,                0.23682,                0.51201,                0.80296,              0.0003368,              0.0003368,              0.0003368
                     45,                0.27053,                0.22831,                0.45314,                0.99217,                0.99159,                      1,                  0.995,                0.93113,                0.99159,                      1,                  0.995,                  0.995,                0.35767,                 0.2358,                0.44932,                0.72772,              0.0002972,              0.0002972,              0.0002972
                     46,                 0.3008,                0.33161,                0.46952,                  1.016,                0.99204,                      1,                  0.995,                0.96306,                0.99204,                      1,                  0.995,                  0.995,                0.24289,                0.23441,                0.37793,                0.67207,              0.0002576,              0.0002576,              0.0002576
                     47,                0.24571,                0.22279,                0.39434,                 1.0064,                0.99226,                      1,                  0.995,                0.97903,                0.99226,                      1,                  0.995,                  0.995,                0.20813,                0.23383,                0.32946,                0.65466,               0.000218,               0.000218,               0.000218
                     48,                0.25991,                0.31623,                0.41557,                  1.038,                0.99248,                      1,                  0.995,                  0.995,                0.99248,                      1,                  0.995,                  0.995,                0.19128,                0.23202,                0.31184,                 0.6498,              0.0001784,              0.0001784,              0.0001784
                     49,                0.22518,                0.22672,                0.36694,                 1.0146,                0.99251,                      1,                  0.995,                  0.995,                0.99251,                      1,                  0.995,                  0.995,                0.18605,                0.22948,                0.31078,                 0.6522,              0.0001388,              0.0001388,              0.0001388
                     50,                0.24303,                0.41213,                0.41921,                 0.9276,                0.99247,                      1,                  0.995,                  0.995,                0.99247,                      1,                  0.995,                  0.995,                0.18626,                0.22696,                0.31118,                0.65215,               9.92e-05,               9.92e-05,               9.92e-05
