                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.92572,                0.95723,                 1.4313,                0.88637,                0.85484,                0.91452,                0.65315,                 0.8972,                 1.0407,                 1.3686,              0.0010496,              0.0010496,              0.0010496
                     26,                0.85481,                 0.9368,                 1.3835,                0.94112,                0.91935,                0.94678,                0.66452,                0.96253,                   0.88,                 1.4546,                0.00101,                0.00101,                0.00101
                     27,                0.83606,                0.93071,                 1.3906,                0.87326,                0.88908,                0.94731,                0.70601,                0.75986,                0.89535,                 1.2733,              0.0009704,              0.0009704,              0.0009704
                     28,                0.86401,                0.87797,                 1.4264,                0.90173,                0.88801,                0.93229,                0.64161,                0.88653,                0.82311,                 1.3742,              0.0009308,              0.0009308,              0.0009308
                     29,                0.89931,                0.85532,                 1.4256,                0.93943,                 0.8871,                0.94077,                0.68068,                0.85251,                0.73897,                  1.276,              0.0008912,              0.0008912,              0.0008912
                     30,                0.80794,                0.84122,                 1.3411,                0.87948,                0.94165,                0.96168,                0.65478,                0.95494,                0.75675,                 1.3976,              0.0008516,              0.0008516,              0.0008516
                     31,                 0.8449,                0.82937,                 1.3805,                0.88989,                0.93548,                0.95594,                0.72466,                0.72915,                0.67053,                 1.1768,               0.000812,               0.000812,               0.000812
                     32,                0.79764,                0.78982,                  1.326,                0.94819,                0.88549,                0.96078,                0.70803,                0.83596,                0.61896,                 1.2818,              0.0007724,              0.0007724,              0.0007724
                     33,                0.81939,                0.82721,                 1.3408,                0.90349,                0.90601,                0.95242,                0.68758,                 0.8301,                0.83665,                 1.2966,              0.0007328,              0.0007328,              0.0007328
                     34,                0.78521,                0.79998,                 1.3305,                0.86902,                0.96319,                0.94256,                0.69952,                0.84346,                0.79053,                 1.3001,              0.0006932,              0.0006932,              0.0006932
                     35,                0.82691,                0.80949,                   1.37,                0.90555,                0.96774,                0.94933,                0.72711,                0.79523,                0.70658,                 1.2569,              0.0006536,              0.0006536,              0.0006536
                     36,                0.79018,                0.79308,                 1.3262,                0.86868,                0.96774,                 0.9545,                 0.7204,                0.88576,                0.68657,                 1.3107,               0.000614,               0.000614,               0.000614
                     37,                0.78968,                0.78851,                 1.3148,                0.93689,                0.96774,                0.96364,                0.72654,                0.74308,                0.60054,                 1.2331,              0.0005744,              0.0005744,              0.0005744
                     38,                0.77426,                0.74604,                 1.3042,                0.94872,                0.95161,                0.95289,                0.72748,                0.76325,                0.58994,                 1.2235,              0.0005348,              0.0005348,              0.0005348
                     39,                0.75473,                0.76958,                 1.3292,                0.96662,                0.93419,                0.96008,                0.71076,                0.76626,                0.71427,                 1.2648,              0.0004952,              0.0004952,              0.0004952
                     40,                0.73506,                0.69057,                 1.2774,                0.93739,                0.96591,                 0.9613,                0.73067,                 0.9356,                0.72947,                 1.3587,              0.0004556,              0.0004556,              0.0004556
                     41,                0.69583,                0.74715,                 1.3921,                0.89372,                0.94945,                0.94358,                0.70746,                0.94238,                0.84871,                 1.3572,               0.000416,               0.000416,               0.000416
                     42,                0.70463,                0.71752,                 1.4022,                 0.9231,                0.93548,                0.96862,                0.68448,                0.84932,                0.95568,                 1.2929,              0.0003764,              0.0003764,              0.0003764
                     43,                0.64816,                0.66433,                 1.3342,                0.95236,                0.96721,                0.96758,                0.72411,                0.71555,                0.81337,                 1.1481,              0.0003368,              0.0003368,              0.0003368
                     44,                0.60566,                0.58912,                 1.3225,                0.96597,                0.91567,                0.97221,                0.70027,                0.73532,                0.80546,                 1.2218,              0.0002972,              0.0002972,              0.0002972
                     45,                0.60024,                 0.5726,                 1.3011,                0.94413,                0.93548,                0.96727,                0.71618,                0.74872,                0.83833,                 1.2115,              0.0002576,              0.0002576,              0.0002576
                     46,                 0.6505,                0.60604,                 1.3232,                 0.9368,                0.95632,                0.97695,                0.74869,                0.68191,                0.71974,                 1.1284,               0.000218,               0.000218,               0.000218
                     47,                0.58303,                0.61828,                 1.2745,                0.94882,                0.96774,                0.97968,                0.73305,                0.69891,                0.72874,                 1.1408,              0.0001784,              0.0001784,              0.0001784
                     48,                0.51882,                0.54338,                  1.197,                0.90809,                0.95617,                0.97128,                0.75074,                0.69456,                0.70153,                 1.1466,              0.0001388,              0.0001388,              0.0001388
                     49,                0.55381,                0.55102,                 1.2724,                 0.9457,                0.93548,                0.97192,                0.76389,                0.67834,                0.73908,                 1.1348,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 0.5243,                0.50767,                  1.216,                0.94883,                0.96774,                0.97244,                0.75875,                0.68734,                0.73692,                 1.1443,               5.96e-05,               5.96e-05,               5.96e-05
