                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.93681,                 1.9747,                0.94773,                 1.3446,                0.78482,                0.76087,                0.84408,                0.52512,                0.61875,                0.58696,                0.55452,                0.33139,                  1.351,                 3.1809,                 1.1956,                 2.1168,              0.0014852,              0.0014852,              0.0014852
                     15,                0.90922,                 1.9409,                0.91025,                 1.3191,                 0.8445,                0.86957,                0.89533,                0.50937,                0.76279,                0.78261,                  0.749,                0.31115,                 1.3544,                 2.8886,                 1.1948,                 2.0217,              0.0014456,              0.0014456,              0.0014456
                     16,                0.90511,                 1.9053,                0.89782,                 1.3232,                0.77551,                0.82607,                0.84553,                0.48699,                0.67055,                0.47826,                0.52381,                0.26139,                 1.5098,                 2.9072,                 1.3153,                 2.2054,               0.001406,               0.001406,               0.001406
                     17,                0.90513,                 1.8425,                0.87876,                 1.3305,                 0.7608,                0.86957,                0.84905,                0.49273,                0.65443,                 0.6087,                0.59417,                0.29206,                 1.3384,                 2.8821,                 1.0813,                 2.2352,              0.0013664,              0.0013664,              0.0013664
                     18,                0.87736,                 1.7537,                 0.8321,                  1.299,                0.84713,                 0.8913,                0.93824,                 0.6146,                0.81028,                0.69565,                0.72558,                0.38355,                 1.1914,                 2.5305,                 1.0846,                 1.9026,              0.0013268,              0.0013268,              0.0013268
                     19,                0.86406,                 1.6673,                0.82589,                 1.2931,                0.82216,                0.86957,                0.92271,                0.57313,                0.87572,                0.71739,                0.73207,                0.39224,                 1.3294,                 2.5704,                0.99686,                 2.1374,              0.0012872,              0.0012872,              0.0012872
                     20,                  0.871,                 1.6635,                0.81521,                 1.2935,                0.81307,                 0.8913,                0.88822,                0.58681,                  0.741,                0.65217,                0.71401,                0.37316,                 1.0992,                 2.5072,                 1.1321,                 1.8083,              0.0012476,              0.0012476,              0.0012476
                     21,                0.86013,                 1.7422,                0.83883,                 1.2729,                0.90588,                0.83711,                0.93774,                0.64972,                0.88243,                0.73913,                0.77619,                0.48018,                 1.0296,                 1.9555,                0.96121,                 1.6992,               0.001208,               0.001208,               0.001208
                     22,                0.87167,                  1.693,                 0.8306,                   1.29,                0.86428,                0.82609,                0.88132,                0.51702,                0.70179,                0.67391,                0.64444,                0.24958,                 1.3341,                  3.697,                 1.1948,                 2.1269,              0.0011684,              0.0011684,              0.0011684
                     23,                0.83794,                 1.6236,                0.79126,                 1.2541,                0.90987,                0.87796,                0.92676,                0.59104,                0.84024,                0.69565,                0.69568,                0.40357,                 1.2114,                  2.001,                0.88508,                 1.8742,              0.0011288,              0.0011288,              0.0011288
                     24,                0.78521,                 1.5717,                0.73358,                 1.2182,                0.79962,                0.91304,                0.90193,                0.51302,                0.68344,                0.58696,                0.60678,                0.31949,                 1.2943,                 2.3886,                 1.2786,                 2.0579,              0.0010892,              0.0010892,              0.0010892
                     25,                0.80056,                 1.5847,                0.73099,                 1.2333,                 0.8319,                0.96837,                0.94745,                0.59311,                0.87754,                0.67391,                0.73056,                 0.4085,                 1.2031,                 2.5277,                 1.0612,                 1.8488,              0.0010496,              0.0010496,              0.0010496
                     26,                0.77234,                 1.5228,                0.71542,                  1.198,                0.85636,                0.80435,                0.87093,                  0.528,                 0.7403,                0.68178,                0.66569,                0.41868,                 1.3586,                 3.0418,                 1.1653,                 2.0905,                0.00101,                0.00101,                0.00101
                     27,                0.75069,                 1.4746,                0.69723,                 1.1998,                 0.9473,                0.65217,                0.85172,                0.54752,                 0.8258,                0.56522,                0.60057,                0.37242,                 1.2425,                 2.9266,                 1.2139,                 1.8554,              0.0009704,              0.0009704,              0.0009704
                     28,                0.75821,                 1.4583,                0.70161,                 1.1963,                 0.9765,                0.90354,                0.95885,                0.60489,                 0.8048,                0.73913,                0.71646,                0.41282,                 1.2525,                  2.299,                0.85854,                 1.9745,              0.0009308,              0.0009308,              0.0009308
                     29,                0.77044,                 1.4148,                0.69139,                 1.2071,                0.95387,                0.89916,                0.95392,                0.63413,                0.84864,                0.76087,                 0.7422,                0.50109,                 1.0773,                 2.0364,                  0.982,                 1.7941,              0.0008912,              0.0008912,              0.0008912
                     30,                0.75764,                 1.4721,                0.67106,                 1.1959,                0.96427,                0.82609,                0.94837,                0.65433,                0.89656,                0.73913,                0.78623,                0.43305,                 1.0713,                 2.3919,                0.94985,                  1.747,              0.0008516,              0.0008516,              0.0008516
                     31,                0.73795,                 1.3948,                0.65685,                 1.2052,                0.90775,                0.86957,                0.92391,                0.60916,                0.90218,                0.78261,                0.83371,                0.46363,                 1.2052,                  2.302,                0.81314,                 1.8933,               0.000812,               0.000812,               0.000812
                     32,                0.70205,                 1.3852,                0.62707,                 1.1711,                0.87355,                0.91304,                0.92399,                0.61733,                0.79958,                0.78061,                0.78298,                0.48811,                  1.189,                 1.9168,                0.92997,                 1.8967,              0.0007724,              0.0007724,              0.0007724
                     33,                0.71306,                 1.3738,                0.63386,                 1.1734,                0.97529,                0.85814,                0.96229,                0.58294,                0.84648,                0.73913,                0.75886,                 0.4211,                 1.2812,                 2.4135,                0.92109,                 1.9389,              0.0007328,              0.0007328,              0.0007328
                     34,                0.72331,                   1.35,                0.62734,                 1.1782,                0.99657,                0.91304,                0.96447,                0.58957,                0.90159,                0.82609,                0.81218,                0.50575,                 1.2213,                 1.8901,                0.81636,                 1.9428,              0.0006932,              0.0006932,              0.0006932
                     35,                0.70605,                 1.3094,                0.60393,                 1.1575,                0.91382,                 0.9222,                0.96157,                0.60677,                 0.9439,                0.73167,                0.77664,                0.48181,                 1.1841,                 2.2792,                0.96148,                 1.8481,              0.0006536,              0.0006536,              0.0006536
                     36,                0.68251,                 1.2602,                0.60768,                 1.1536,                0.95213,                0.86496,                0.95287,                0.64109,                0.85689,                0.78101,                0.79878,                0.52752,                  1.069,                 1.9527,                0.83205,                 1.7297,               0.000614,               0.000614,               0.000614
                     37,                0.67089,                 1.2635,                0.60361,                 1.1542,                0.94189,                 0.8913,                0.92693,                0.63476,                0.85835,                0.76087,                0.76955,                0.49748,                 1.0663,                 1.8646,                  0.869,                 1.6819,              0.0005744,              0.0005744,              0.0005744
                     38,                0.66414,                 1.2212,                 0.5745,                 1.1461,                0.96514,                0.84783,                0.94741,                0.67122,                0.91886,                0.73853,                0.80735,                0.52093,                 1.1028,                 2.0228,                0.81569,                 1.7766,              0.0005348,              0.0005348,              0.0005348
                     39,                0.64723,                 1.2025,                0.57866,                  1.133,                0.95452,                0.91304,                0.95657,                0.62243,                0.85505,                0.80435,                0.78194,                0.48916,                 1.1254,                 1.9549,                0.82741,                 1.8299,              0.0004952,              0.0004952,              0.0004952
                     40,                0.67916,                 1.2513,                0.56968,                 1.1513,                0.96616,                0.91304,                 0.9533,                0.64446,                 0.8302,                0.74412,                 0.7495,                0.49384,                 1.1593,                 2.4316,                0.81101,                 1.8529,              0.0004556,              0.0004556,              0.0004556
                     41,                0.62188,                0.93519,                 0.6146,                 1.3254,                 0.9742,                0.86957,                0.94451,                0.58271,                0.84544,                0.73913,                0.76628,                0.45568,                 1.3191,                 2.3289,                0.86566,                 2.0985,               0.000416,               0.000416,               0.000416
                     42,                 0.5656,                0.88879,                0.49754,                 1.2802,                 0.8791,                0.94853,                0.95376,                0.65196,                0.87873,                0.73913,                 0.7834,                0.49999,                 1.1079,                 2.0203,                0.93202,                 1.8465,              0.0003764,              0.0003764,              0.0003764
                     43,                0.54385,                0.81056,                0.45833,                 1.2406,                0.96029,                 0.8913,                0.95539,                0.66808,                0.81865,                0.76087,                0.75026,                0.50118,                 1.0608,                 2.5626,                 0.8087,                 1.7612,              0.0003368,              0.0003368,              0.0003368
                     44,                 0.5428,                0.76839,                0.45184,                 1.2246,                 0.8721,                0.88941,                0.91782,                0.62546,                0.81978,                0.69226,                0.67808,                    0.4,                 1.1304,                  2.851,                0.79711,                 1.8995,              0.0002972,              0.0002972,              0.0002972
                     45,                0.50053,                0.73092,                0.41575,                 1.1985,                0.97707,                 0.9265,                0.96845,                0.65906,                0.87671,                0.82609,                0.83576,                0.53837,                 1.1058,                 1.7363,                0.65766,                 1.7704,              0.0002576,              0.0002576,              0.0002576
                     46,                 0.4944,                 0.7439,                0.42545,                 1.2054,                0.96936,                0.93478,                0.97549,                0.66922,                0.85688,                0.82609,                0.81262,                0.51226,                 1.0471,                 1.8996,                0.67952,                 1.7056,               0.000218,               0.000218,               0.000218
                     47,                0.47529,                0.72558,                0.39394,                 1.1747,                0.91172,                0.93478,                0.95906,                0.68381,                0.87488,                0.73913,                 0.7879,                 0.5082,                 0.9519,                 1.9751,                0.65941,                 1.5927,              0.0001784,              0.0001784,              0.0001784
                     48,                0.45163,                0.70363,                 0.3779,                 1.1565,                0.95523,                0.92777,                 0.9618,                0.67885,                0.88094,                0.84783,                0.83603,                0.52391,                 0.9695,                 1.6277,                0.62082,                  1.647,              0.0001388,              0.0001388,              0.0001388
                     49,                 0.4565,                0.71243,                0.38168,                  1.164,                0.94771,                0.91304,                0.96345,                 0.6728,                0.81202,                0.78261,                0.79267,                 0.5165,                0.99035,                 1.6574,                0.63996,                 1.6695,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.43643,                0.65361,                 0.3668,                 1.1425,                0.95324,                0.91304,                0.96393,                0.69095,                0.86179,                0.82609,                0.82631,                0.53906,                0.92258,                 1.7274,                0.63553,                 1.5865,               5.96e-05,               5.96e-05,               5.96e-05
