                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0052,                  2.287,                 1.5611,                0.00328,                      1,                0.61839,                 0.3888,                 1.0505,                 3.3818,                  1.842,                0.00032,                0.00032,                0.00032
                      2,                 0.9654,                 1.5783,                 1.5292,                 0.9276,                    0.6,                0.87935,                0.48724,                0.96744,                 2.9711,                 1.9657,             0.00065347,             0.00065347,             0.00065347
                      3,                 1.0211,                 1.4914,                 1.5935,                0.49054,                    0.6,                 0.4852,                0.21584,                 1.5252,                 3.1902,                 3.0064,              0.0009802,              0.0009802,              0.0009802
                      4,                 1.0178,                 1.5129,                 1.5882,                0.47328,                0.51152,                0.44971,                0.14573,                 2.0218,                 3.8082,                 2.9276,              0.0013002,              0.0013002,              0.0013002
                      5,                  1.115,                  1.486,                 1.6427,                0.71814,                0.49231,                0.61596,                0.25426,                 2.0585,                 2.9322,                 3.4033,              0.0016135,              0.0016135,              0.0016135
                      6,                  1.049,                 1.3684,                 1.6088,                0.46086,                0.70769,                0.53096,                0.20111,                 1.8597,                 2.6534,                 3.4133,               0.001901,               0.001901,               0.001901
                      7,                 1.1031,                 1.3659,                 1.6312,                0.33143,                0.63077,                0.35692,                0.10976,                 1.9565,                 4.0905,                 3.3884,              0.0018812,              0.0018812,              0.0018812
                      8,                 1.0845,                 1.4043,                 1.6427,                0.21608,                0.47692,                0.20624,                0.04312,                 3.1869,                 3.1806,                 3.9672,              0.0018614,              0.0018614,              0.0018614
                      9,                 1.1121,                  1.386,                 1.6291,                0.44307,                0.75888,                0.59839,                0.26758,                 1.5041,                 2.1314,                 2.3837,              0.0018416,              0.0018416,              0.0018416
                     10,                 1.1021,                 1.3257,                 1.6341,                0.46285,                0.72308,                0.55498,                0.25569,                 1.7502,                 2.5183,                 2.7885,              0.0018218,              0.0018218,              0.0018218
                     11,                 1.0384,                 1.1971,                  1.584,                0.53997,                0.56923,                0.45195,                0.16879,                 2.6064,                 3.3816,                 3.4127,               0.001802,               0.001802,               0.001802
                     12,                 1.0257,                 1.2116,                 1.5684,                0.55289,                0.49466,                0.46645,                0.23882,                 1.9224,                 2.2175,                 2.5588,              0.0017822,              0.0017822,              0.0017822
                     13,                 1.0246,                  1.177,                 1.5474,                 0.5172,                    0.6,                0.55162,                0.26417,                 2.0198,                 2.2233,                 2.8072,              0.0017624,              0.0017624,              0.0017624
                     14,                0.98434,                 1.1357,                 1.5474,                0.49105,                0.53846,                 0.4639,                0.18169,                 2.0954,                 2.1535,                 2.8646,              0.0017426,              0.0017426,              0.0017426
                     15,                 1.0456,                 1.1356,                 1.5812,                0.61105,                0.69231,                0.62224,                0.31173,                 2.0045,                 1.6479,                 2.6206,              0.0017228,              0.0017228,              0.0017228
                     16,                0.98697,                 1.1101,                 1.5423,                0.62661,                 0.7229,                0.72443,                0.30273,                 2.3785,                 1.7098,                 3.1355,               0.001703,               0.001703,               0.001703
                     17,                0.98279,                 1.0618,                 1.5381,                0.32265,                0.53846,                0.34458,                0.13112,                  2.222,                 2.3001,                 2.9958,              0.0016832,              0.0016832,              0.0016832
                     18,                0.95815,                 1.0238,                 1.5283,                0.81308,                0.66154,                0.80064,                0.40103,                 1.8011,                 1.7049,                 2.5703,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.0572,                 1.1108,                 1.6062,                 0.7977,                0.66735,                0.73007,                0.38886,                 1.8175,                 1.5292,                 2.3744,              0.0016436,              0.0016436,              0.0016436
                     20,                0.97898,                 1.0369,                 1.5452,                0.85441,                0.81262,                0.84959,                0.49186,                 1.3683,                 1.3116,                 2.2089,              0.0016238,              0.0016238,              0.0016238
                     21,                  1.014,                 1.0482,                 1.5504,                0.78054,                0.64615,                0.68515,                0.32795,                 1.8726,                 1.6676,                  2.546,               0.001604,               0.001604,               0.001604
                     22,                 1.0403,                 1.0704,                 1.5873,                0.65247,                0.69231,                0.69559,                0.38821,                 1.7423,                  1.647,                 2.5339,              0.0015842,              0.0015842,              0.0015842
                     23,                0.92751,                 1.0168,                 1.4806,                0.70022,                0.82656,                0.77787,                0.39717,                 1.9161,                 1.4912,                  2.579,              0.0015644,              0.0015644,              0.0015644
                     24,                0.94052,                0.98036,                 1.4836,                0.75772,                0.81799,                0.81309,                0.35486,                  1.823,                 1.7101,                 2.3198,              0.0015446,              0.0015446,              0.0015446
                     25,                0.93119,                0.97601,                 1.4638,                0.67638,                0.77174,                0.76409,                0.29979,                 2.2498,                 1.5937,                 2.8511,              0.0015248,              0.0015248,              0.0015248
                     26,                0.86636,                0.92312,                 1.4475,                0.88627,                0.89231,                0.92346,                0.46976,                 1.6866,                 1.3145,                 2.5211,               0.001505,               0.001505,               0.001505
                     27,                0.90347,                0.98401,                 1.4673,                0.89206,                0.90769,                0.91647,                0.57895,                 1.3149,                 1.4713,                 2.0214,              0.0014852,              0.0014852,              0.0014852
                     28,                0.89244,                0.90001,                 1.4809,                0.90116,                0.84167,                0.88622,                0.51878,                 1.5249,                  1.409,                 2.2772,              0.0014654,              0.0014654,              0.0014654
                     29,                0.94029,                0.93387,                 1.4875,                0.89357,                0.83077,                0.89085,                0.50192,                 1.6185,                  1.329,                 2.6178,              0.0014456,              0.0014456,              0.0014456
                     30,                0.93952,                0.99157,                  1.505,                0.86625,                0.86154,                0.83181,                0.51061,                 1.2992,                  1.304,                 2.0978,              0.0014258,              0.0014258,              0.0014258
                     31,                0.91517,                0.99604,                  1.482,                0.83297,                0.76726,                0.80248,                0.50838,                 1.2894,                 1.5373,                 1.8457,               0.001406,               0.001406,               0.001406
