                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.92603,                0.97057,                 1.5065,                0.88042,                0.84615,                0.90216,                0.55596,                 1.3932,                 1.1437,                 2.2439,              0.0014456,              0.0014456,              0.0014456
                     30,                 0.9794,                0.96794,                 1.5442,                0.88151,                0.91573,                0.92178,                0.60951,                 1.1237,                0.85952,                 1.8457,              0.0014258,              0.0014258,              0.0014258
                     31,                0.96032,                0.95112,                 1.5188,                0.91186,                0.89231,                 0.9462,                0.61588,                 1.2219,                0.92122,                 1.9146,               0.001406,               0.001406,               0.001406
                     32,                 0.9726,                0.88974,                 1.5283,                0.93578,                 0.8968,                0.94057,                0.65081,                 1.0574,                0.80828,                 1.7185,              0.0013862,              0.0013862,              0.0013862
                     33,                0.88642,                0.91196,                 1.4893,                0.89382,                0.90769,                0.93187,                0.65925,                 1.0562,                0.88297,                 1.7459,              0.0013664,              0.0013664,              0.0013664
                     34,                0.85254,                0.85389,                 1.4742,                  0.854,                0.89995,                0.89775,                0.66409,                 1.0953,                 0.7485,                 1.8009,              0.0013466,              0.0013466,              0.0013466
                     35,                0.88812,                0.86662,                 1.4636,                0.90253,                0.90769,                0.92744,                0.65952,                 1.0681,                0.77249,                 1.7368,              0.0013268,              0.0013268,              0.0013268
                     36,                0.90955,                0.90843,                 1.5028,                0.90446,                0.87391,                0.92557,                0.66469,                0.93886,                0.98224,                 1.6224,               0.001307,               0.001307,               0.001307
                     37,                0.89501,                0.90264,                 1.4656,                0.94891,                0.85726,                0.91566,                0.65914,                 1.0539,                0.90198,                 1.7358,              0.0012872,              0.0012872,              0.0012872
                     38,                0.83514,                0.88168,                 1.4233,                0.98263,                0.87017,                0.93917,                0.67689,                 1.0513,                0.83169,                 1.7552,              0.0012674,              0.0012674,              0.0012674
                     39,                0.80585,                0.82782,                 1.4177,                0.92629,                0.90769,                0.94152,                0.71456,                0.92402,                 0.7697,                 1.6244,              0.0012476,              0.0012476,              0.0012476
                     40,                0.85333,                0.87096,                 1.4786,                0.92046,                0.84615,                0.92937,                0.71124,                0.90476,                0.79398,                 1.5862,              0.0012278,              0.0012278,              0.0012278
                     41,                0.81978,                0.84368,                 1.4036,                0.85545,                0.86154,                0.90823,                0.68055,                0.94536,                0.90908,                 1.5402,               0.001208,               0.001208,               0.001208
                     42,                0.89345,                0.86009,                 1.4762,                0.89257,                0.92308,                0.92343,                0.67926,                0.93234,                0.80669,                  1.553,              0.0011882,              0.0011882,              0.0011882
                     43,                  0.813,                0.78384,                 1.4174,                0.95795,                0.92308,                0.93861,                0.66606,                0.87977,                0.69333,                 1.6027,              0.0011684,              0.0011684,              0.0011684
                     44,                0.78728,                0.84484,                 1.3995,                0.90865,                0.93846,                0.95089,                0.66667,                0.87427,                0.69158,                 1.5888,              0.0011486,              0.0011486,              0.0011486
                     45,                0.83829,                0.83921,                 1.4323,                0.94936,                0.86532,                0.91572,                0.66964,                0.89634,                0.90078,                 1.5672,              0.0011288,              0.0011288,              0.0011288
                     46,                 0.9291,                0.83368,                 1.4644,                0.92313,                0.86154,                0.93384,                0.70808,                0.83658,                0.85666,                 1.4786,               0.001109,               0.001109,               0.001109
                     47,                0.83552,                0.80049,                 1.4442,                0.93632,                0.90769,                0.93717,                0.68954,                0.83001,                0.85907,                 1.5117,              0.0010892,              0.0010892,              0.0010892
                     48,                0.85366,                 0.8465,                 1.4204,                0.92278,                0.91922,                0.94505,                 0.7192,                 1.0485,                 0.8004,                 1.6982,              0.0010694,              0.0010694,              0.0010694
                     49,                0.79454,                 0.7982,                 1.4033,                 0.9353,                0.89231,                0.95482,                0.73391,                0.96215,                0.84182,                 1.6228,              0.0010496,              0.0010496,              0.0010496
                     50,                0.82398,                0.79908,                 1.3913,                0.95197,                0.91486,                0.94549,                0.75094,                0.74613,                 0.6708,                   1.43,              0.0010298,              0.0010298,              0.0010298
                     51,                0.80119,                0.80001,                 1.3806,                0.86261,                0.86154,                0.90971,                0.71577,                0.84474,                0.80231,                 1.4989,                0.00101,                0.00101,                0.00101
                     52,                0.81552,                0.76837,                 1.3846,                0.92198,                0.90769,                0.93907,                0.69981,                0.93027,                0.75026,                 1.6128,              0.0009902,              0.0009902,              0.0009902
                     53,                0.76481,                0.76278,                 1.3634,                0.95179,                0.89231,                0.94642,                0.70526,                0.95965,                0.78128,                 1.6299,              0.0009704,              0.0009704,              0.0009704
                     54,                0.75818,                0.74898,                 1.3395,                0.92167,                0.92308,                0.93138,                0.69016,                 1.0532,                0.75188,                 1.6988,              0.0009506,              0.0009506,              0.0009506
                     55,                0.78427,                 0.7757,                  1.417,                0.96324,                0.89231,                0.93431,                0.70039,                 1.0885,                0.63173,                 1.7634,              0.0009308,              0.0009308,              0.0009308
                     56,                0.77765,                0.77471,                 1.3687,                0.97312,                0.83077,                0.92372,                0.66723,                 1.0585,                0.68745,                 1.7179,               0.000911,               0.000911,               0.000911
                     57,                0.77612,                0.77398,                 1.3828,                0.96359,                0.89231,                0.94579,                0.68385,                0.91413,                0.87104,                 1.6136,              0.0008912,              0.0008912,              0.0008912
                     58,                0.79126,                0.75349,                 1.3838,                0.90998,                0.93314,                0.92181,                0.65617,                 1.0634,                0.75983,                 1.6926,              0.0008714,              0.0008714,              0.0008714
                     59,                 0.7909,                0.73786,                 1.3879,                0.93308,                0.93846,                0.95287,                 0.6777,                 1.0495,                0.62755,                 1.7143,              0.0008516,              0.0008516,              0.0008516
                     60,                0.75876,                0.75232,                 1.3454,                 0.9457,                0.93846,                0.94041,                0.69246,                0.91348,                 0.7964,                 1.6487,              0.0008318,              0.0008318,              0.0008318
                     61,                0.71994,                0.69933,                 1.3288,                0.88055,                0.90769,                 0.9227,                0.72223,                 0.7599,                0.90169,                 1.4837,               0.000812,               0.000812,               0.000812
                     62,                0.78343,                0.75454,                  1.414,                0.89141,                0.87692,                0.93875,                0.72911,                0.88623,                0.80968,                 1.5371,              0.0007922,              0.0007922,              0.0007922
                     63,                0.77995,                0.71771,                 1.3905,                0.90917,                0.87692,                0.92766,                0.72937,                0.97012,                0.78662,                   1.53,              0.0007724,              0.0007724,              0.0007724
                     64,                0.74978,                0.72585,                  1.384,                0.90986,                0.93182,                0.95096,                 0.7336,                0.91459,                0.71059,                 1.4972,              0.0007526,              0.0007526,              0.0007526
                     65,                0.73589,                0.72217,                 1.3431,                      1,                0.88849,                0.95673,                0.66653,                 1.0706,                0.79642,                 1.6596,              0.0007328,              0.0007328,              0.0007328
                     66,                0.71588,                0.69881,                 1.3362,                0.97612,                0.90769,                0.94791,                0.65994,                 1.0661,                0.82978,                 1.7087,               0.000713,               0.000713,               0.000713
                     67,                0.70547,                0.69338,                 1.3211,                 0.9033,                0.92308,                0.93455,                0.67247,                0.99543,                 0.7681,                 1.6621,              0.0006932,              0.0006932,              0.0006932
                     68,                0.70701,                0.69888,                 1.3167,                0.91955,                0.87921,                0.90984,                0.69649,                0.85462,                0.83122,                 1.4776,              0.0006734,              0.0006734,              0.0006734
                     69,                0.73723,                0.69563,                 1.3583,                0.94105,                0.90769,                0.93751,                 0.7281,                0.77553,                0.67691,                 1.3624,              0.0006536,              0.0006536,              0.0006536
                     70,                0.71838,                0.66981,                  1.332,                0.88312,                0.89231,                0.92637,                0.69855,                0.95903,                0.74473,                 1.4816,              0.0006338,              0.0006338,              0.0006338
                     71,                0.73284,                0.70653,                 1.3485,                 0.9479,                0.90769,                0.93915,                0.72167,                0.91162,                0.70573,                 1.4552,               0.000614,               0.000614,               0.000614
                     72,                0.69631,                0.65929,                 1.3101,                 0.9633,                0.92308,                0.95955,                0.71788,                0.89264,                 0.6342,                 1.4788,              0.0005942,              0.0005942,              0.0005942
                     73,                0.67256,                0.65961,                 1.3215,                0.95083,                0.93846,                0.95852,                0.69105,                0.85297,                0.68828,                 1.5149,              0.0005744,              0.0005744,              0.0005744
                     74,                0.72952,                0.72985,                 1.3576,                  0.922,                0.89231,                0.93667,                0.71131,                0.90374,                0.71269,                 1.5095,              0.0005546,              0.0005546,              0.0005546
                     75,                0.71805,                 0.6579,                 1.3432,                0.97202,                0.89231,                0.93685,                0.71177,                0.84434,                0.72383,                 1.4693,              0.0005348,              0.0005348,              0.0005348
                     76,                0.68752,                0.67958,                 1.3097,                0.96329,                0.93846,                0.93735,                0.70124,                0.81622,                0.72893,                  1.488,               0.000515,               0.000515,               0.000515
                     77,                0.64911,                0.63253,                 1.2899,                0.91275,                0.92308,                 0.9373,                0.70531,                0.87204,                0.82213,                 1.5178,              0.0004952,              0.0004952,              0.0004952
                     78,                0.64788,                0.64023,                 1.2848,                0.91594,                0.90769,                0.93157,                0.70169,                0.95109,                0.76557,                 1.5419,              0.0004754,              0.0004754,              0.0004754
                     79,                0.65005,                0.61811,                 1.2919,                0.90711,                 0.9015,                0.92613,                 0.7348,                0.79672,                0.74406,                 1.3737,              0.0004556,              0.0004556,              0.0004556
                     80,                0.63371,                0.61413,                 1.2985,                0.93478,                0.88205,                0.93162,                0.71409,                0.78042,                0.73327,                 1.3882,              0.0004358,              0.0004358,              0.0004358
                     81,                0.64945,                 0.6301,                  1.298,                0.94193,                0.90769,                 0.9366,                0.69382,                 1.0001,                 0.6412,                 1.5555,               0.000416,               0.000416,               0.000416
                     82,                0.62876,                0.58901,                  1.275,                0.93275,                0.92308,                0.94474,                0.71376,                0.86117,                0.69223,                 1.4055,              0.0003962,              0.0003962,              0.0003962
                     83,                0.65574,                0.62523,                 1.2924,                0.93672,                0.92308,                0.94046,                0.72526,                0.85021,                0.61686,                 1.4696,              0.0003764,              0.0003764,              0.0003764
                     84,                 0.6521,                0.63665,                 1.2873,                0.93474,                0.92308,                0.92824,                0.72028,                0.78167,                0.63172,                 1.4426,              0.0003566,              0.0003566,              0.0003566
                     85,                0.62875,                0.62443,                 1.2796,                0.93616,                0.90241,                0.94168,                0.72552,                0.82566,                0.69598,                 1.4157,              0.0003368,              0.0003368,              0.0003368
                     86,                0.62433,                0.63282,                 1.2797,                0.89318,                0.92308,                0.93852,                0.71117,                0.90723,                0.74139,                 1.4416,               0.000317,               0.000317,               0.000317
                     87,                 0.6636,                0.62735,                 1.3251,                0.92627,                0.90769,                0.93851,                0.69779,                0.98672,                0.73675,                 1.5283,              0.0002972,              0.0002972,              0.0002972
                     88,                0.59909,                0.57629,                 1.2467,                0.93516,                0.93846,                0.94681,                 0.7067,                0.97689,                0.72001,                 1.5106,              0.0002774,              0.0002774,              0.0002774
                     89,                0.65679,                0.61852,                  1.293,                0.91962,                0.92308,                0.94341,                0.71105,                0.92121,                0.71465,                 1.5085,              0.0002576,              0.0002576,              0.0002576
                     90,                 0.6239,                0.58613,                 1.2751,                 0.9084,                0.91542,                0.94789,                0.71946,                0.87878,                0.65025,                 1.4893,              0.0002378,              0.0002378,              0.0002378
                     91,                0.54762,                0.63559,                 1.3231,                0.93522,                0.88848,                0.95063,                0.73028,                0.85716,                0.61251,                 1.4838,               0.000218,               0.000218,               0.000218
                     92,                0.46503,                0.50996,                 1.2505,                0.94052,                0.92308,                0.95604,                0.74895,                0.79945,                0.56179,                  1.424,              0.0001982,              0.0001982,              0.0001982
                     93,                0.44718,                0.43433,                 1.2475,                0.98321,                0.90104,                0.95651,                0.75067,                0.78954,                0.57503,                 1.3987,              0.0001784,              0.0001784,              0.0001784
                     94,                0.46117,                0.43635,                 1.2762,                0.92872,                0.93846,                0.95874,                0.74284,                0.77408,                0.56918,                   1.37,              0.0001586,              0.0001586,              0.0001586
                     95,                0.46287,                0.40724,                 1.2525,                0.96976,                0.90769,                  0.958,                0.74734,                0.79657,                0.57596,                 1.3861,              0.0001388,              0.0001388,              0.0001388
                     96,                0.41958,                0.39558,                 1.2172,                0.93648,                0.90726,                0.95036,                0.73226,                0.79885,                0.64801,                 1.3745,               0.000119,               0.000119,               0.000119
                     97,                0.41289,                 0.3825,                 1.2024,                 0.9088,                0.91984,                 0.9436,                0.72472,                0.82844,                0.70733,                 1.4058,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.43442,                0.41673,                 1.1878,                0.90759,                0.92308,                0.94607,                0.72155,                0.82685,                0.68817,                 1.4207,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.45615,                0.41685,                 1.2705,                0.95228,                0.92098,                0.94695,                0.72063,                0.82723,                 0.7029,                 1.4177,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.44884,                0.43203,                 1.2341,                 0.9368,                0.91218,                0.94627,                0.72195,                0.82939,                0.70108,                 1.4142,               3.98e-05,               3.98e-05,               3.98e-05
