                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.83379,                 1.7755,                0.79026,                 1.2549,                0.69997,                 0.6086,                0.73033,                0.42284,                0.81381,                0.47518,                0.55715,                0.23267,                 1.5401,                 3.7479,                 1.5916,                 2.2968,              0.0016238,              0.0016238,              0.0016238
                     21,                0.85213,                 1.6974,                 0.8215,                 1.2837,                 0.9142,                0.78261,                 0.8964,                0.48144,                0.86765,                0.63043,                 0.7027,                0.40618,                 1.5861,                 2.9836,                 1.1022,                 2.3258,               0.001604,               0.001604,               0.001604
                     22,                0.81315,                 1.6314,                0.77446,                 1.2531,                0.78731,                0.80473,                0.90066,                0.57661,                0.86595,                 0.6087,                0.68109,                0.40335,                 1.2415,                 2.7334,                 1.0913,                 1.9384,              0.0015842,              0.0015842,              0.0015842
                     23,                0.83056,                   1.65,                 0.7691,                 1.2637,                  0.829,                0.86957,                0.91065,                0.53518,                0.83192,                0.75331,                0.75759,                0.49931,                 1.3556,                 2.1576,                 1.1381,                 2.0897,              0.0015644,              0.0015644,              0.0015644
                     24,                0.79977,                 1.6705,                0.78638,                 1.2417,                 0.8318,                0.86015,                0.86219,                0.52795,                0.66319,                0.68499,                0.62146,                0.23703,                 1.3322,                 3.8349,                0.99636,                 2.1765,              0.0015446,              0.0015446,              0.0015446
                     25,                0.78884,                 1.5945,                0.73631,                 1.2321,                0.82792,                0.86957,                0.90766,                0.61252,                0.87491,                0.65217,                0.66712,                0.40633,                 1.1882,                 2.9951,                 1.0342,                 1.9005,              0.0015248,              0.0015248,              0.0015248
                     26,                0.81059,                 1.5527,                0.74401,                 1.2504,                0.90357,                 0.8149,                0.89955,                0.54516,                0.83229,                0.73913,                0.74905,                 0.4647,                 1.3948,                 1.9456,                0.97465,                 2.0372,               0.001505,               0.001505,               0.001505
                     27,                 0.7699,                 1.4994,                0.71265,                 1.2264,                0.95913,                0.82609,                0.92993,                0.57142,                0.89133,                0.71336,                0.69599,                0.36398,                 1.3331,                 2.5824,                 1.0804,                 2.0073,              0.0014852,              0.0014852,              0.0014852
                     28,                0.80075,                 1.5069,                0.71604,                 1.2338,                0.73909,                0.82609,                0.82347,                0.49658,                0.68941,                 0.6087,                0.60693,                0.36133,                 1.3973,                 2.8805,                 1.1822,                 2.1674,              0.0014654,              0.0014654,              0.0014654
                     29,                0.78741,                 1.5471,                0.70744,                 1.2373,                0.87679,                0.82609,                0.91454,                0.53628,                0.84002,                0.63043,                0.71222,                0.41655,                 1.3653,                  2.328,                 1.0293,                 2.0211,              0.0014456,              0.0014456,              0.0014456
                     30,                0.79111,                 1.5531,                0.72221,                 1.2331,                0.88376,                0.86957,                0.90856,                0.55946,                0.75091,                0.73913,                0.69528,                0.44308,                 1.1407,                  2.182,                 1.0671,                 1.9214,              0.0014258,              0.0014258,              0.0014258
                     31,                0.78099,                 1.4794,                0.69313,                 1.2295,                0.89098,                0.88836,                0.91705,                0.54242,                0.68217,                0.69565,                0.61407,                0.25845,                 1.3598,                 4.7808,                 1.0911,                 2.1497,               0.001406,               0.001406,               0.001406
                     32,                0.76455,                 1.4539,                0.68449,                 1.2064,                0.86255,                0.81862,                0.87681,                0.56599,                0.64031,                0.73913,                0.65013,                0.37468,                 1.3455,                  3.042,                0.89929,                 2.1175,              0.0013862,              0.0013862,              0.0013862
                     33,                0.77152,                 1.4607,                0.66557,                 1.2175,                0.95322,                0.88603,                0.93585,                0.56663,                0.83831,                0.67629,                0.70138,                0.40077,                  1.351,                 2.5395,                0.89685,                 2.1117,              0.0013664,              0.0013664,              0.0013664
                     34,                0.77582,                 1.4195,                0.67475,                 1.2106,                0.94275,                0.91304,                0.95353,                0.51867,                0.84765,                0.72582,                 0.7405,                0.42397,                  1.426,                 2.6455,                0.99032,                 2.2192,              0.0013466,              0.0013466,              0.0013466
                     35,                0.74598,                 1.4855,                0.65578,                  1.193,                0.93608,                0.95652,                0.96643,                0.56185,                 0.8716,                0.73913,                 0.7665,                0.43797,                 1.3858,                 2.2622,                0.82237,                 2.2206,              0.0013268,              0.0013268,              0.0013268
                     36,                0.72373,                 1.4098,                0.63461,                  1.177,                0.81872,                0.88371,                0.87199,                0.62633,                 0.6981,                0.75411,                0.73442,                0.46002,                 1.1476,                 2.0341,                0.84736,                 1.7822,               0.001307,               0.001307,               0.001307
                     37,                0.72072,                 1.4098,                0.62516,                  1.174,                0.88283,                0.81907,                 0.8662,                0.57562,                0.73786,                 0.6731,                0.62744,                0.40042,                 1.2847,                 3.8959,                0.89306,                  2.048,              0.0012872,              0.0012872,              0.0012872
                     38,                0.70689,                 1.4306,                0.62791,                 1.1718,                0.87137,                0.88372,                0.93336,                0.62375,                0.82514,                0.65217,                0.74273,                0.45343,                 1.2007,                 2.9969,                0.87178,                 1.8748,              0.0012674,              0.0012674,              0.0012674
                     39,                0.70809,                 1.3447,                0.62207,                 1.1722,                 0.9462,                0.93478,                0.97111,                0.64587,                0.86321,                0.82316,                0.82458,                0.47347,                 1.1334,                 2.0777,                0.80958,                 1.8382,              0.0012476,              0.0012476,              0.0012476
                     40,                0.70662,                 1.3265,                0.61009,                  1.168,                0.87452,                0.90911,                0.95741,                 0.6366,                0.94022,                0.76087,                0.82719,                0.51622,                 1.1141,                 1.6323,                0.76671,                 1.7872,              0.0012278,              0.0012278,              0.0012278
                     41,                0.70098,                  1.298,                0.59988,                 1.1667,                0.86722,                0.80435,                0.88086,                0.60111,                 0.7469,                0.63043,                0.66657,                0.42636,                 1.1582,                 2.7316,                0.95898,                 1.7728,               0.001208,               0.001208,               0.001208
                     42,                0.70201,                 1.2736,                0.58727,                  1.168,                0.95521,                0.92733,                0.96289,                0.60271,                 0.8265,                 0.8285,                0.82463,                0.49031,                 1.2482,                 2.5826,                0.78563,                 2.0964,              0.0011882,              0.0011882,              0.0011882
                     43,                0.68703,                 1.2966,                0.58524,                  1.147,                0.90354,                0.80435,                0.89841,                0.57231,                0.85384,                0.76087,                 0.8109,                0.44477,                 1.2062,                 1.9799,                0.86983,                 1.8988,              0.0011684,              0.0011684,              0.0011684
                     44,                0.67727,                 1.2867,                0.59007,                 1.1549,                0.91959,                0.78261,                0.90262,                0.57379,                0.75869,                0.68363,                0.69915,                0.42056,                 1.1877,                 2.9716,                0.92463,                 1.9646,              0.0011486,              0.0011486,              0.0011486
                     45,                0.67417,                 1.2501,                0.55728,                  1.143,                0.91432,                0.93478,                0.96246,                0.65064,                0.94084,                0.69565,                 0.7508,                0.47666,                 1.0841,                 1.9848,                0.77513,                 1.7332,              0.0011288,              0.0011288,              0.0011288
                     46,                0.67202,                 1.2595,                 0.5573,                 1.1388,                 0.9226,                0.82609,                0.92092,                0.59378,                0.82383,                0.73913,                 0.7482,                0.47426,                 1.1882,                 1.9663,                0.85041,                 1.8151,               0.001109,               0.001109,               0.001109
                     47,                0.67473,                  1.258,                0.56759,                 1.1455,                0.87052,                0.87702,                0.89919,                0.59972,                0.85004,                0.67391,                0.72023,                0.44989,                 1.1507,                 2.4485,                0.97492,                 1.8962,              0.0010892,              0.0010892,              0.0010892
                     48,                0.67333,                 1.2741,                0.55454,                 1.1482,                0.97801,                0.91304,                0.98249,                0.64697,                0.91692,                0.84783,                0.86537,                0.54201,                 1.0783,                 1.6593,                0.66631,                 1.8474,              0.0010694,              0.0010694,              0.0010694
                     49,                0.65724,                 1.2065,                0.53747,                 1.1271,                0.85905,                0.92758,                0.96379,                0.65159,                0.99517,                0.80435,                0.85232,                0.50359,                  1.145,                 2.0513,                0.72223,                 1.8119,              0.0010496,              0.0010496,              0.0010496
                     50,                 0.6645,                 1.2108,                0.55427,                 1.1432,                0.87663,                0.93478,                0.95436,                0.65268,                0.82693,                0.82609,                0.83889,                0.51219,                 1.0957,                 1.7603,                0.71566,                 1.8091,              0.0010298,              0.0010298,              0.0010298
                     51,                0.66281,                 1.2012,                0.55742,                 1.1272,                0.95441,                0.91017,                0.95225,                 0.6851,                0.93022,                0.86938,                 0.8996,                0.58591,                 1.0293,                 1.4402,                0.65776,                 1.6893,                0.00101,                0.00101,                0.00101
                     52,                0.64993,                  1.203,                0.53807,                 1.1259,                0.88047,                0.84783,                0.92715,                0.64571,                0.77635,                0.75472,                0.72852,                0.36969,                 1.1054,                 3.7996,                0.80098,                 1.8774,              0.0009902,              0.0009902,              0.0009902
                     53,                0.66181,                 1.1776,                0.54649,                 1.1425,                0.91614,                0.95007,                0.95828,                0.66123,                0.95069,                0.83832,                0.84468,                0.50773,                 1.0833,                 2.1125,                0.66594,                 1.7904,              0.0009704,              0.0009704,              0.0009704
                     54,                0.63326,                 1.1716,                0.53914,                 1.1044,                0.98107,                0.80435,                0.94055,                0.60774,                0.90152,                0.73913,                0.78508,                0.44157,                 1.1543,                 3.1252,                0.79297,                 1.9299,              0.0009506,              0.0009506,              0.0009506
                     55,                0.61901,                 1.1553,                0.51399,                 1.1117,                      1,                0.88497,                0.96679,                0.65304,                0.92273,                0.77892,                0.79528,                0.49071,                 1.0208,                 2.4137,                0.70142,                 1.6994,              0.0009308,              0.0009308,              0.0009308
                     56,                0.61837,                 1.1358,                0.51227,                 1.1117,                0.87983,                 0.8913,                0.93017,                0.67035,                0.97039,                0.78261,                0.84954,                0.51645,                 1.0501,                 2.4152,                0.68582,                 1.7876,               0.000911,               0.000911,               0.000911
                     57,                0.64022,                 1.1759,                0.51448,                 1.1104,                0.93152,                 0.8913,                0.95696,                0.64283,                0.81107,                0.71739,                0.72933,                0.44161,                 1.1175,                 2.7393,                0.72342,                 1.8238,              0.0008912,              0.0008912,              0.0008912
                     58,                 0.6173,                 1.1361,                 0.5239,                 1.1135,                0.95543,                0.95652,                0.95322,                0.60558,                0.82296,                0.82609,                0.79721,                0.46538,                 1.1507,                 2.3876,                0.78066,                 1.8807,              0.0008714,              0.0008714,              0.0008714
                     59,                0.58957,                 1.0615,                0.47758,                 1.0875,                0.95413,                0.90445,                0.94426,                0.67191,                0.87967,                0.79475,                0.79355,                0.52485,                0.95547,                 2.5147,                0.67429,                 1.7239,              0.0008516,              0.0008516,              0.0008516
                     60,                0.60644,                 1.0962,                0.50546,                 1.1018,                0.85104,                 0.8913,                0.94523,                0.66615,                0.78595,                0.76087,                0.78939,                0.51564,                 1.1066,                 1.9532,                0.74688,                 1.7994,              0.0008318,              0.0008318,              0.0008318
                     61,                0.61834,                 1.0773,                0.49472,                 1.1005,                0.91441,                0.92909,                0.95847,                0.68093,                0.86492,                0.86957,                 0.8519,                0.55312,                 1.0229,                 2.1991,                0.70248,                 1.8683,               0.000812,               0.000812,               0.000812
                     62,                0.59517,                 1.0835,                0.48496,                 1.0876,                0.89982,                0.95652,                0.96967,                0.64178,                0.92051,                0.76087,                 0.8101,                0.50287,                 1.1336,                 1.7578,                0.73535,                 1.8983,              0.0007922,              0.0007922,              0.0007922
                     63,                0.60053,                 1.1045,                0.48939,                 1.0956,                0.86631,                0.76087,                0.88858,                0.59103,                0.96247,                0.58696,                0.68118,                0.42536,                 1.2616,                 3.0224,                0.90515,                 1.9625,              0.0007724,              0.0007724,              0.0007724
                     64,                0.58442,                 1.0746,                0.48052,                 1.0812,                0.89342,                0.91304,                0.93123,                0.66992,                0.84388,                0.82263,                0.83343,                0.57278,                 1.0117,                 2.0876,                0.73435,                 1.7726,              0.0007526,              0.0007526,              0.0007526
                     65,                0.58214,                 1.0992,                0.47741,                 1.0639,                 0.8935,                0.91193,                0.94753,                 0.6547,                0.88772,                0.78261,                0.80423,                 0.5079,                 1.1162,                 1.7859,                0.71603,                  1.839,              0.0007328,              0.0007328,              0.0007328
                     66,                0.58931,                 1.0545,                0.47895,                 1.0769,                0.97524,                0.85626,                0.93878,                0.62943,                0.87618,                0.76931,                0.79098,                 0.5167,                  1.068,                 2.1594,                0.82995,                 1.8156,               0.000713,               0.000713,               0.000713
                     67,                0.58172,                 1.0589,                0.47633,                 1.0723,                0.95536,                0.93058,                 0.9695,                0.65498,                0.87928,                0.84783,                0.87123,                0.55061,                 1.0321,                 1.6443,                 0.6768,                 1.7366,              0.0006932,              0.0006932,              0.0006932
                     68,                 0.5662,                 1.0281,                0.47022,                  1.077,                0.93657,                0.96299,                0.97494,                0.63023,                0.89189,                0.78261,                0.83276,                 0.5513,                 1.1378,                 2.0676,                0.70446,                 1.9071,              0.0006734,              0.0006734,              0.0006734
                     69,                0.57579,                0.97795,                0.45465,                 1.0702,                0.90818,                0.86018,                0.93303,                0.60771,                0.90586,                0.76087,                0.76793,                0.50407,                 1.2643,                 2.1071,                0.77909,                 2.0761,              0.0006536,              0.0006536,              0.0006536
                     70,                  0.569,                 1.0183,                  0.469,                 1.0684,                0.87903,                0.94794,                0.95543,                0.64587,                 0.9175,                0.72542,                0.79652,                 0.5266,                 1.1122,                 1.9829,                0.75356,                 1.8191,              0.0006338,              0.0006338,              0.0006338
                     71,                0.55543,                 1.0144,                 0.4401,                  1.063,                0.94882,                 0.8913,                0.96476,                0.65609,                0.91841,                0.76087,                0.79133,                0.52729,                 1.1291,                 2.8217,                 0.7147,                 1.8543,               0.000614,               0.000614,               0.000614
                     72,                0.54494,                 1.0043,                0.44867,                 1.0555,                0.88184,                0.97826,                0.96524,                0.66554,                0.90015,                0.80435,                0.80246,                0.53658,                 1.2194,                  2.274,                0.60764,                 1.9867,              0.0005942,              0.0005942,              0.0005942
                     73,                0.54818,                0.96917,                0.43475,                 1.0527,                0.93484,                0.95652,                0.95763,                0.68318,                0.89314,                0.82609,                0.83538,                0.55289,                 1.0986,                 1.9581,                0.63081,                 1.8679,              0.0005744,              0.0005744,              0.0005744
                     74,                0.53266,                0.93384,                0.42079,                 1.0518,                0.95154,                0.86957,                0.95434,                0.67296,                0.96176,                0.76087,                0.80326,                0.52405,                0.97439,                 2.1509,                0.69534,                 1.6862,              0.0005546,              0.0005546,              0.0005546
                     75,                 0.5565,                 0.9855,                0.44431,                 1.0631,                0.93843,                0.91304,                0.96951,                0.67601,                0.88022,                0.82609,                0.82589,                0.56586,                 1.0469,                 1.8829,                0.77059,                 1.7336,              0.0005348,              0.0005348,              0.0005348
                     76,                0.52916,                0.94103,                0.41884,                 1.0417,                0.95132,                0.86957,                0.96667,                0.72185,                0.91801,                0.80435,                0.81321,                0.55509,                0.93329,                 2.1629,                0.66117,                   1.61,               0.000515,               0.000515,               0.000515
                     77,                0.53715,                0.91766,                0.43175,                 1.0582,                0.85388,                0.91304,                0.95335,                0.66781,                0.94578,                0.75854,                0.79615,                0.53247,                 1.0404,                 2.1847,                0.76609,                 1.7387,              0.0004952,              0.0004952,              0.0004952
                     78,                0.54355,                0.94097,                0.42905,                 1.0489,                0.93123,                 0.8832,                 0.9572,                 0.6584,                0.86245,                0.81798,                0.84703,                 0.5309,                 0.9944,                 2.5415,                0.70952,                 1.7839,              0.0004754,              0.0004754,              0.0004754
                     79,                0.52444,                0.89616,                0.40517,                 1.0387,                0.97269,                0.93478,                0.97884,                0.68222,                0.94426,                0.82609,                0.84464,                0.56738,                 0.9963,                 1.9573,                0.61965,                 1.6735,              0.0004556,              0.0004556,              0.0004556
                     80,                0.52077,                0.90739,                0.40039,                 1.0383,                0.95272,                0.91304,                0.97849,                0.71079,                0.92677,                0.82535,                0.83815,                0.57224,                 1.0196,                 1.7403,                0.65957,                 1.7894,              0.0004358,              0.0004358,              0.0004358
                     81,                0.53006,                0.93179,                0.41313,                 1.0404,                0.86337,                0.95652,                0.95462,                 0.6843,                0.80341,                0.80435,                0.80724,                0.56552,                 1.0084,                 1.8406,                0.61083,                 1.7583,               0.000416,               0.000416,               0.000416
                     82,                0.51814,                0.91762,                0.40931,                 1.0325,                0.89681,                0.94474,                0.96351,                0.65702,                0.83694,                0.80435,                0.78532,                0.51977,                 1.0921,                 2.5203,                0.71442,                  1.913,              0.0003962,              0.0003962,              0.0003962
                     83,                0.51712,                0.91758,                0.40496,                 1.0422,                0.92951,                0.86014,                0.95355,                0.66864,                0.82763,                0.73913,                0.72605,                0.48798,                  1.065,                 2.3911,                0.70121,                 1.7792,              0.0003764,              0.0003764,              0.0003764
                     84,                0.51071,                0.88076,                0.39786,                 1.0373,                0.93075,                0.87669,                0.95682,                0.67003,                0.87251,                0.78261,                0.80441,                 0.5258,                 1.0469,                 2.0163,                 0.6625,                 1.8075,              0.0003566,              0.0003566,              0.0003566
                     85,                0.51514,                0.86981,                0.39753,                 1.0478,                0.91421,                0.92672,                0.95636,                0.67422,                0.82594,                0.82528,                0.81083,                0.55969,                 1.0642,                 2.1029,                0.63018,                 1.8663,              0.0003368,              0.0003368,              0.0003368
                     86,                 0.4526,                0.60088,                0.39229,                 1.1528,                0.97755,                0.94669,                0.97206,                0.65892,                0.86011,                0.86957,                0.84496,                0.53303,                 1.0889,                 1.6572,                 0.5577,                 1.8801,               0.000317,               0.000317,               0.000317
                     87,                0.41821,                0.59329,                0.34246,                 1.1381,                  0.915,                0.93612,                0.96152,                0.68739,                0.88697,                0.80435,                0.81825,                0.54446,                 1.0873,                 1.7192,                0.55784,                 1.8173,              0.0002972,              0.0002972,              0.0002972
                     88,                0.40421,                0.53853,                0.32514,                 1.1117,                0.95534,                0.93022,                0.97061,                0.66175,                0.90193,                 0.7998,                0.80343,                0.53066,                 1.0715,                 2.3049,                0.59913,                 1.8936,              0.0002774,              0.0002774,              0.0002774
                     89,                0.40625,                0.54123,                0.32074,                 1.1005,                0.93449,                 0.9304,                0.97013,                0.68977,                0.86569,                0.82609,                0.84097,                0.55603,                 1.0244,                 1.8506,                0.55546,                 1.8717,              0.0002576,              0.0002576,              0.0002576
                     90,                0.38597,                0.49925,                0.29706,                  1.092,                0.91642,                0.97826,                0.96593,                0.69692,                0.87908,                0.80435,                0.83634,                0.54656,                 0.9942,                 1.8976,                0.53732,                 1.8279,              0.0002378,              0.0002378,              0.0002378
                     91,                0.37769,                0.52059,                0.30107,                 1.0848,                0.93289,                0.90669,                0.96348,                0.72058,                 0.8588,                0.82609,                0.82045,                0.53946,                 0.9349,                 1.7646,                0.54401,                 1.7441,               0.000218,               0.000218,               0.000218
                     92,                0.36644,                0.51143,                0.28706,                 1.0793,                0.93292,                0.90716,                0.96226,                0.70329,                0.87616,                0.82609,                0.82932,                0.53299,                 1.0216,                 2.0854,                0.57319,                 1.8423,              0.0001982,              0.0001982,              0.0001982
                     93,                0.36298,                0.48374,                0.28689,                 1.0721,                0.91072,                0.91304,                0.96231,                0.69573,                0.88204,                0.78261,                0.82892,                0.54107,                0.97438,                 2.0915,                0.58014,                 1.7953,              0.0001784,              0.0001784,              0.0001784
                     94,                0.35345,                0.49159,                0.28874,                 1.0478,                0.93411,                0.91304,                0.96727,                0.68973,                0.91174,                0.80435,                 0.8492,                0.55787,                 1.0279,                 1.9053,                0.55839,                 1.8798,              0.0001586,              0.0001586,              0.0001586
                     95,                0.35744,                0.49461,                0.28238,                 1.0643,                0.89407,                0.93478,                0.94356,                0.69121,                 0.9172,                0.80435,                0.85393,                 0.5507,                 1.0133,                 1.9396,                0.55741,                 1.8487,              0.0001388,              0.0001388,              0.0001388
                     96,                0.32612,                0.46386,                0.26345,                 1.0206,                0.87344,                0.95652,                0.96112,                0.71226,                0.90656,                0.80435,                0.84239,                0.54521,                 1.0601,                 2.1154,                0.54215,                 1.9798,               0.000119,               0.000119,               0.000119
                     97,                0.32748,                0.47583,                0.26405,                 1.0408,                0.93025,                0.91304,                0.96626,                0.71564,                0.89707,                0.80435,                0.84135,                0.55241,                 1.0009,                 2.0599,                0.55841,                 1.8812,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.33188,                0.46969,                0.26109,                 1.0489,                0.93463,                0.93248,                0.96504,                0.70719,                0.90031,                0.82609,                0.83821,                0.55091,                0.99525,                 2.0702,                0.53743,                 1.8596,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.31461,                0.47205,                0.25896,                 1.0304,                  0.927,                0.91304,                 0.9622,                0.71369,                0.89601,                0.82609,                0.83717,                0.55511,                0.96523,                 2.0055,                0.52807,                 1.8262,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.31936,                0.46513,                0.26681,                 1.0229,                0.91478,                 0.9335,                0.96064,                0.69955,                0.89271,                0.80435,                0.83582,                0.54886,                0.95489,                 2.0284,                0.53759,                 1.8184,               3.98e-05,               3.98e-05,               3.98e-05
