                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.92059,                 1.0077,                 1.4899,                0.78615,                0.79184,                  0.838,                0.50971,                 1.4218,                 1.2813,                  2.062,              0.0014654,              0.0014654,              0.0014654
                     29,                0.91943,                 1.0055,                 1.4937,                0.87341,                0.87692,                0.89865,                0.56132,                 1.2669,                  1.085,                 1.9413,              0.0014456,              0.0014456,              0.0014456
                     30,                0.92835,                 1.0114,                 1.4932,                0.88907,                0.89231,                 0.9097,                0.59409,                 1.1925,                 1.1021,                  1.866,              0.0014258,              0.0014258,              0.0014258
                     31,                0.93826,                0.97822,                 1.5126,                0.90857,                0.93846,                0.93915,                0.56549,                 1.1736,                 1.1244,                 1.9146,               0.001406,               0.001406,               0.001406
                     32,                 0.9372,                0.95528,                 1.4946,                0.89458,                0.90769,                0.93931,                 0.6009,                 1.2399,                  1.115,                 1.8838,              0.0013862,              0.0013862,              0.0013862
                     33,                0.87225,                0.95912,                 1.4588,                 0.9031,                0.89231,                0.91911,                0.64879,                 1.0247,                  0.893,                 1.7572,              0.0013664,              0.0013664,              0.0013664
                     34,                0.86772,                0.91691,                 1.4794,                0.87321,                0.83077,                0.87465,                0.56319,                  1.418,                 1.0947,                 2.0583,              0.0013466,              0.0013466,              0.0013466
                     35,                0.86187,                0.90117,                  1.439,                0.89171,                0.88688,                0.93299,                0.62678,                 1.1141,                 0.9292,                 1.8964,              0.0013268,              0.0013268,              0.0013268
                     36,                 0.8887,                0.90483,                 1.4809,                0.93173,                0.89231,                  0.912,                0.58915,                 1.3235,                0.96867,                 1.9681,               0.001307,               0.001307,               0.001307
                     37,                0.88203,                0.89447,                 1.4545,                0.93461,                 0.8796,                0.91871,                0.63135,                 1.1875,                 0.8938,                 1.8806,              0.0012872,              0.0012872,              0.0012872
                     38,                0.82196,                0.86045,                 1.4125,                 0.9506,                0.88815,                0.92059,                0.63137,                  1.135,                0.84737,                 1.8226,              0.0012674,              0.0012674,              0.0012674
                     39,                  0.829,                0.88209,                  1.425,                0.85286,                0.92308,                0.90502,                0.60204,                 1.1946,                 1.0744,                 1.8814,              0.0012476,              0.0012476,              0.0012476
                     40,                0.81249,                0.89796,                  1.429,                0.90916,                0.84615,                0.92205,                0.62021,                 1.0239,                 0.9677,                 1.6645,              0.0012278,              0.0012278,              0.0012278
                     41,                0.83484,                0.88223,                 1.4089,                0.89009,                0.90769,                0.93066,                0.59057,                 1.1858,                 1.1151,                 1.7748,               0.001208,               0.001208,               0.001208
                     42,                0.87776,                0.90496,                 1.4731,                0.91353,                0.89231,                0.93798,                0.63558,                 1.1748,                  0.829,                 1.7775,              0.0011882,              0.0011882,              0.0011882
                     43,                0.82846,                0.86904,                 1.4336,                0.95585,                0.86154,                0.93524,                0.59619,                 1.2123,                 0.9234,                 1.8965,              0.0011684,              0.0011684,              0.0011684
                     44,                0.78619,                0.87248,                 1.4067,                0.92398,                0.93505,                0.93223,                0.63504,                 1.1339,                0.83243,                 1.8043,              0.0011486,              0.0011486,              0.0011486
                     45,                0.81859,                0.86231,                 1.3982,                0.83739,                    0.8,                0.87134,                0.54123,                 1.3331,                 1.1346,                 1.9025,              0.0011288,              0.0011288,              0.0011288
                     46,                 0.9076,                0.84934,                 1.4688,                0.88286,                 0.8117,                0.90344,                0.59649,                 1.1484,                 1.1065,                 1.7028,               0.001109,               0.001109,               0.001109
                     47,                0.80466,                0.85397,                 1.4052,                0.90916,                0.86154,                0.90531,                 0.6329,                 1.0172,                 1.0664,                 1.6575,              0.0010892,              0.0010892,              0.0010892
                     48,                0.83076,                 0.9004,                 1.3886,                0.89249,                0.89401,                 0.9164,                0.58294,                 1.2237,                 1.0243,                 1.8555,              0.0010694,              0.0010694,              0.0010694
                     49,                0.75712,                0.83753,                 1.3559,                0.87043,                0.89231,                0.92007,                0.64246,                 1.1177,                 0.8991,                 1.7379,              0.0010496,              0.0010496,              0.0010496
                     50,                0.79163,                0.82144,                 1.3649,                0.89816,                0.89231,                0.93817,                0.61875,                 1.1229,                0.96891,                 1.7253,              0.0010298,              0.0010298,              0.0010298
                     51,                0.75718,                0.89539,                 1.5244,                 0.8795,                0.90769,                0.92485,                0.64326,                 1.1574,                0.90364,                 1.8031,                0.00101,                0.00101,                0.00101
                     52,                0.68874,                0.75228,                 1.4795,                0.90887,                0.95385,                0.94446,                0.66516,                 1.0286,                0.90435,                 1.6711,              0.0009902,              0.0009902,              0.0009902
                     53,                0.65967,                0.74896,                 1.4327,                0.88908,                0.89231,                0.93023,                0.64911,                 1.0448,                 1.0299,                 1.7953,              0.0009704,              0.0009704,              0.0009704
                     54,                0.68392,                0.67375,                 1.4641,                0.84442,                0.83504,                0.89025,                0.62646,                  1.075,                 1.0427,                 1.7571,              0.0009506,              0.0009506,              0.0009506
                     55,                0.67134,                0.71424,                 1.4041,                0.91693,                0.84916,                0.90748,                0.62471,                 1.2009,                 1.1303,                 1.8605,              0.0009308,              0.0009308,              0.0009308
                     56,                0.65612,                0.64264,                 1.4132,                0.85076,                0.89231,                0.89159,                 0.6584,                 1.0435,                 1.0538,                 1.7051,               0.000911,               0.000911,               0.000911
                     57,                0.67807,                0.66716,                 1.4309,                0.86851,                0.89231,                0.91388,                0.64764,                 1.0378,                  1.022,                 1.6924,              0.0008912,              0.0008912,              0.0008912
                     58,                 0.6419,                0.62949,                 1.4566,                0.95111,                0.89793,                0.94408,                0.69803,                 1.0164,                0.83654,                 1.6634,              0.0008714,              0.0008714,              0.0008714
                     59,                0.61622,                0.59403,                 1.3806,                0.95493,                0.92308,                 0.9582,                0.65198,                 1.1843,                0.85627,                 1.8506,              0.0008516,              0.0008516,              0.0008516
                     60,                0.59668,                0.57289,                 1.3665,                0.96093,                0.89231,                 0.9478,                 0.6975,                0.92029,                 0.8003,                 1.5922,              0.0008318,              0.0008318,              0.0008318
                     61,                0.63041,                0.60102,                 1.4192,                0.94774,                0.90769,                0.94913,                0.63532,                 1.0329,                0.77272,                 1.7745,               0.000812,               0.000812,               0.000812
                     62,                0.61281,                0.57368,                 1.3646,                0.94309,                0.89231,                0.94889,                0.68598,                 1.0197,                 0.7886,                 1.7104,              0.0007922,              0.0007922,              0.0007922
                     63,                0.55308,                0.52174,                 1.3176,                0.91791,                0.86011,                 0.9308,                0.69084,                 0.8716,                0.79429,                 1.5729,              0.0007724,              0.0007724,              0.0007724
                     64,                0.54789,                0.53101,                 1.3269,                0.88327,                0.89231,                0.92555,                0.70069,                0.86466,                0.78401,                 1.4919,              0.0007526,              0.0007526,              0.0007526
                     65,                 0.5679,                0.52812,                   1.35,                0.92295,                0.84615,                0.91365,                 0.6952,                0.88135,                 0.7603,                 1.5186,              0.0007328,              0.0007328,              0.0007328
                     66,                0.53785,                0.53381,                  1.309,                0.98144,                0.81336,                0.92386,                0.70325,                0.90434,                0.77049,                 1.4793,               0.000713,               0.000713,               0.000713
                     67,                0.54524,                0.53048,                  1.303,                0.90815,                0.91275,                0.94901,                  0.729,                  0.887,                0.69815,                 1.4816,              0.0006932,              0.0006932,              0.0006932
                     68,                0.54382,                0.48907,                 1.3107,                0.95698,                0.92308,                0.94657,                  0.691,                0.97477,                0.76717,                 1.6118,              0.0006734,              0.0006734,              0.0006734
                     69,                0.53375,                0.49901,                 1.3053,                0.89531,                0.92308,                0.92265,                0.67194,                0.97294,                0.74003,                 1.6577,              0.0006536,              0.0006536,              0.0006536
                     70,                0.53393,                0.47152,                 1.2963,                0.90607,                0.92308,                0.92167,                0.69313,                 0.8653,                0.75655,                 1.5527,              0.0006338,              0.0006338,              0.0006338
                     71,                0.48686,                0.45114,                 1.2582,                0.93354,                0.87692,                0.92445,                0.66331,                0.93153,                0.69473,                 1.5908,               0.000614,               0.000614,               0.000614
                     72,                 0.4845,                0.49733,                 1.2706,                0.95853,                0.87692,                0.93681,                0.68347,                0.89147,                0.68895,                 1.5427,              0.0005942,              0.0005942,              0.0005942
                     73,                 0.5024,                0.48147,                 1.2612,                0.92149,                0.90294,                0.93214,                0.69285,                0.95223,                0.82836,                 1.5903,              0.0005744,              0.0005744,              0.0005744
                     74,                0.46833,                0.46262,                 1.2436,                0.91866,                0.86879,                0.92844,                0.70376,                0.91539,                0.78601,                  1.558,              0.0005546,              0.0005546,              0.0005546
                     75,                0.44723,                0.42066,                 1.2338,                0.94975,                 0.8724,                0.93754,                0.68842,                0.96112,                0.88255,                  1.643,              0.0005348,              0.0005348,              0.0005348
                     76,                0.46175,                0.42665,                 1.2095,                 0.8927,                0.89598,                0.92972,                0.67755,                 1.0039,                0.86622,                 1.6796,               0.000515,               0.000515,               0.000515
                     77,                0.47643,                0.44104,                 1.2154,                 0.8712,                0.92308,                0.93788,                0.70725,                0.87764,                 0.7791,                 1.5247,              0.0004952,              0.0004952,              0.0004952
                     78,                0.44737,                0.41673,                 1.1971,                0.96486,                0.84496,                0.92119,                0.68667,                0.92491,                0.76963,                  1.554,              0.0004754,              0.0004754,              0.0004754
                     79,                0.48116,                0.46372,                 1.2508,                0.96084,                0.90769,                0.92846,                0.70575,                 0.9401,                0.61745,                 1.6369,              0.0004556,              0.0004556,              0.0004556
                     80,                0.45583,                0.40952,                 1.2332,                 0.9521,                0.91746,                0.93895,                0.70555,                0.99848,                0.59051,                  1.693,              0.0004358,              0.0004358,              0.0004358
                     81,                0.43391,                0.38815,                 1.2028,                0.91029,                0.93662,                0.93643,                0.69481,                0.98774,                0.83538,                 1.6397,               0.000416,               0.000416,               0.000416
                     82,                0.40961,                 0.4051,                 1.1623,                0.91017,                0.93529,                0.92897,                0.70691,                0.91375,                0.81733,                 1.5105,              0.0003962,              0.0003962,              0.0003962
                     83,                0.41501,                0.39497,                 1.1619,                0.84681,                0.90769,                0.92812,                0.71478,                 0.9356,                 0.8243,                 1.5358,              0.0003764,              0.0003764,              0.0003764
                     84,                0.42452,                 0.3805,                 1.1912,                0.89188,                0.89231,                0.93937,                0.71042,                0.91214,                0.78164,                 1.5517,              0.0003566,              0.0003566,              0.0003566
                     85,                0.40264,                0.36764,                 1.1643,                0.90605,                0.92308,                0.93987,                0.70439,                0.91367,                 0.7637,                 1.5513,              0.0003368,              0.0003368,              0.0003368
                     86,                0.42472,                0.39926,                 1.1747,                0.93314,                0.90769,                0.94178,                0.69876,                0.96481,                0.77225,                 1.6524,               0.000317,               0.000317,               0.000317
                     87,                0.41057,                0.38495,                 1.1596,                0.94161,                0.93846,                0.95356,                0.71781,                0.85037,                0.65102,                 1.5251,              0.0002972,              0.0002972,              0.0002972
                     88,                0.36649,                0.35205,                 1.1343,                0.96133,                0.92308,                0.95098,                0.72864,                0.86402,                0.66753,                 1.5237,              0.0002774,              0.0002774,              0.0002774
                     89,                0.37358,                0.34757,                 1.1415,                0.91423,                0.92308,                0.95252,                0.70452,                 0.8666,                0.66986,                 1.4973,              0.0002576,              0.0002576,              0.0002576
                     90,                0.38049,                0.35234,                   1.14,                0.96606,                0.87576,                0.95654,                0.72109,                0.86635,                 0.6573,                 1.5122,              0.0002378,              0.0002378,              0.0002378
                     91,                0.35654,                0.33516,                 1.1002,                0.95041,                0.89231,                0.95371,                0.71645,                0.91717,                0.65894,                 1.5699,               0.000218,               0.000218,               0.000218
                     92,                0.38596,                0.36093,                 1.1888,                0.94917,                0.90769,                 0.9435,                0.71437,                0.89276,                0.69033,                 1.5373,              0.0001982,              0.0001982,              0.0001982
                     93,                0.34348,                0.32937,                 1.1102,                0.90697,                0.89995,                0.94349,                0.71378,                0.87158,                 0.7245,                 1.5207,              0.0001784,              0.0001784,              0.0001784
                     94,                0.36912,                0.33927,                  1.139,                0.94859,                0.87692,                 0.9453,                0.70733,                0.85629,                0.72629,                 1.5021,              0.0001586,              0.0001586,              0.0001586
                     95,                0.32792,                0.30833,                 1.0914,                0.93079,                0.92308,                0.95199,                0.71743,                0.80909,                0.68989,                 1.4492,              0.0001388,              0.0001388,              0.0001388
                     96,                0.32253,                0.31535,                 1.0982,                0.95225,                 0.9204,                0.95585,                 0.7185,                0.81865,                0.68797,                   1.46,               0.000119,               0.000119,               0.000119
                     97,                0.32847,                0.31009,                 1.0627,                0.95055,                0.92308,                0.95597,                0.71669,                0.87676,                0.69772,                  1.521,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.35601,                0.32425,                 1.1046,                0.96449,                0.92308,                0.95639,                0.71842,                0.88241,                0.71233,                 1.5392,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.31247,                0.30255,                 1.0735,                0.96769,                0.92148,                0.95824,                0.71892,                0.87656,                0.70532,                 1.5395,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.34352,                0.31826,                 1.0971,                0.96712,                 0.9052,                0.95662,                0.70438,                0.88023,                 0.6991,                 1.5416,               3.98e-05,               3.98e-05,               3.98e-05
