                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.87728,                0.78933,                0.77246,                  1.407,                0.84247,                      1,                0.94942,                0.74171,                0.84247,                      1,                0.94942,                0.80953,                0.90342,                 0.4468,                0.93203,                 1.6766,               0.000614,               0.000614,               0.000614
                     37,                0.84866,                0.84229,                0.75563,                 1.3619,                0.83928,                      1,                0.96396,                 0.7883,                0.83928,                      1,                0.96396,                 0.8609,                0.84285,                0.42199,                0.79988,                 1.5923,              0.0005744,              0.0005744,              0.0005744
                     38,                0.78191,                0.76918,                0.70315,                 1.3098,                0.90267,                      1,                  0.995,                0.81068,                0.90267,                      1,                  0.995,                0.91693,                0.77108,                 0.4594,                0.72634,                 1.5473,              0.0005348,              0.0005348,              0.0005348
                     39,                0.77333,                0.71428,                0.68483,                 1.3207,                0.95682,                      1,                  0.995,                0.80851,                0.95682,                      1,                  0.995,                 0.9232,                0.89624,                0.43718,                0.70023,                 1.6243,              0.0004952,              0.0004952,              0.0004952
                     40,                0.75283,                0.71426,                0.67662,                 1.2767,                      1,                0.98146,                  0.995,                 0.8157,                      1,                0.98146,                  0.995,                0.87952,                0.89207,                0.41637,                0.73593,                 1.6859,              0.0004556,              0.0004556,              0.0004556
                     41,                0.90479,                0.82997,                 1.0517,                 1.7192,                0.91805,                      1,                0.98269,                0.77782,                0.91805,                      1,                0.98269,                0.88801,                0.81153,                0.49764,                0.94769,                  1.601,               0.000416,               0.000416,               0.000416
                     42,                0.82277,                  0.665,                0.85925,                 1.6424,                0.98398,                      1,                  0.995,                  0.817,                0.98398,                      1,                  0.995,                0.89632,                0.72812,                0.46862,                 0.6173,                 1.6035,              0.0003764,              0.0003764,              0.0003764
                     43,                0.79032,                 0.5901,                0.75444,                 1.6003,                0.98555,                      1,                  0.995,                0.82222,                0.98555,                      1,                  0.995,                0.89064,                0.82901,                0.41589,                0.64592,                 1.6953,              0.0003368,              0.0003368,              0.0003368
                     44,                0.81042,                0.64605,                0.72024,                 1.6098,                0.97704,                0.91667,                  0.979,                0.80359,                0.97704,                0.91667,                  0.979,                0.85881,                0.86774,                0.42007,                0.75633,                 1.6702,              0.0002972,              0.0002972,              0.0002972
                     45,                 0.6964,                0.53547,                0.59799,                 1.5042,                      1,                0.98142,                  0.995,                0.86401,                      1,                0.98142,                  0.995,                0.88869,                0.66394,                0.40279,                0.63835,                 1.5256,              0.0002576,              0.0002576,              0.0002576
                     46,                0.70696,                0.63108,                0.65912,                 1.5315,                0.98606,                      1,                  0.995,                0.86647,                0.98606,                      1,                  0.995,                0.93871,                0.63914,                0.38856,                0.59799,                 1.3642,               0.000218,               0.000218,               0.000218
                     47,                0.71535,                0.50377,                0.64817,                 1.4819,                0.94234,                      1,                  0.995,                0.88726,                0.94234,                      1,                  0.995,                0.93126,                 0.5543,                0.36532,                0.56839,                 1.3658,              0.0001784,              0.0001784,              0.0001784
                     48,                0.62946,                 0.5153,                0.59408,                 1.4583,                0.92077,                      1,                  0.995,                0.87229,                0.92077,                      1,                  0.995,                0.91887,                0.59983,                0.36367,                0.56676,                 1.3981,              0.0001388,              0.0001388,              0.0001388
                     49,                0.67624,                0.63644,                0.71533,                 1.4117,                0.98976,                      1,                  0.995,                0.90192,                0.98976,                      1,                  0.995,                0.93091,                0.53614,                0.42189,                0.52913,                  1.316,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.65081,                0.53816,                0.59314,                 1.4913,                0.99244,                      1,                  0.995,                0.91771,                0.99244,                      1,                  0.995,                0.93494,                0.51453,                0.41835,                0.51084,                 1.2988,               5.96e-05,               5.96e-05,               5.96e-05
