                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.41212,                0.34977,                  1.098,                0.92229,                0.95724,                0.96501,                0.74135,                0.62659,                0.48065,                 1.1201,              0.0002774,              0.0002774,              0.0002774
                     89,                0.43433,                0.38515,                 1.1419,                0.92055,                0.91935,                0.96595,                0.75857,                0.64406,                0.48637,                 1.1297,              0.0002576,              0.0002576,              0.0002576
                     90,                0.43396,                0.38355,                 1.1067,                0.91765,                0.93548,                0.96796,                0.74321,                 0.6591,                0.46354,                 1.1468,              0.0002378,              0.0002378,              0.0002378
                     91,                0.41337,                0.37037,                  1.094,                0.92264,                0.96193,                0.97416,                0.75467,                0.63845,                0.48976,                 1.1229,               0.000218,               0.000218,               0.000218
                     92,                0.41533,                0.35451,                 1.1046,                0.88135,                0.96774,                 0.9706,                0.75525,                 0.6264,                  0.503,                 1.1235,              0.0001982,              0.0001982,              0.0001982
                     93,                0.39194,                 0.3475,                 1.0883,                0.93739,                0.96774,                0.98927,                0.76879,                0.62068,                0.44829,                 1.1026,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.4082,                0.33693,                 1.1118,                0.92129,                0.98387,                0.97884,                0.76263,                0.63329,                0.43882,                 1.1404,              0.0001586,              0.0001586,              0.0001586
                     95,                0.39764,                0.33264,                 1.0935,                0.98098,                0.95161,                0.98074,                0.76117,                0.62907,                0.41551,                 1.1415,              0.0001388,              0.0001388,              0.0001388
                     96,                0.38804,                0.34506,                 1.0866,                0.94851,                0.96774,                0.97175,                0.78019,                0.59829,                0.43844,                 1.0918,               0.000119,               0.000119,               0.000119
                     97,                0.38851,                0.32734,                  1.074,                0.95233,                0.96774,                 0.9726,                0.77332,                0.58784,                0.44318,                 1.0698,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.38467,                0.34307,                 1.0635,                0.97812,                0.95161,                0.97982,                0.77488,                0.60356,                0.42571,                 1.0868,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.37392,                0.34803,                 1.0671,                0.97787,                0.95161,                0.97999,                0.77827,                0.59759,                0.41512,                 1.0739,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.37333,                0.32093,                 1.0746,                0.93717,                 0.9623,                0.97137,                0.77597,                0.59019,                0.40858,                 1.0638,               3.98e-05,               3.98e-05,               3.98e-05
