                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 2.0565,                 3.2445,                 3.1558,                0.78114,                0.55385,                0.70151,                0.32329,                 3.2035,                  3.611,                 4.6867,              0.0014852,              0.0014852,              0.0014852
                     15,                 2.0844,                 3.0652,                 3.1741,                0.62734,                0.72519,                0.77074,                0.42138,                 2.9142,                 3.2034,                 4.4279,              0.0014456,              0.0014456,              0.0014456
                     16,                 2.0027,                 2.9587,                 3.1362,                0.84441,                0.66801,                0.81721,                0.52884,                 2.3251,                 2.7223,                  3.752,               0.001406,               0.001406,               0.001406
                     17,                 2.0499,                 2.8195,                 3.2044,                0.79207,                0.78462,                0.81053,                0.47702,                 2.2176,                  2.924,                 3.7566,              0.0013664,              0.0013664,              0.0013664
                     18,                 1.9843,                 2.7047,                 3.1172,                0.73122,                0.73846,                0.81076,                 0.5176,                 2.3983,                 2.6589,                 4.0247,              0.0013268,              0.0013268,              0.0013268
                     19,                 1.9637,                 2.6923,                 3.0784,                0.64942,                0.72308,                0.73131,                0.44363,                 2.4475,                 2.9414,                   3.86,              0.0012872,              0.0012872,              0.0012872
                     20,                 1.8723,                 2.5952,                 2.9717,                0.80213,                0.70769,                0.81412,                0.48775,                 2.3401,                 2.6437,                 3.7148,              0.0012476,              0.0012476,              0.0012476
                     21,                 1.8632,                 2.5204,                 2.9517,                0.74356,                0.84759,                0.87374,                0.57722,                 2.2446,                 2.2848,                 3.6266,               0.001208,               0.001208,               0.001208
                     22,                    1.9,                 2.5206,                 3.0374,                0.86114,                0.73846,                0.85117,                0.51905,                 2.3209,                 2.2166,                 3.8116,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.9159,                 2.5597,                 2.9945,                0.72988,                0.75385,                 0.8278,                0.51852,                 2.1408,                 2.2636,                 3.5871,              0.0011288,              0.0011288,              0.0011288
                     24,                 1.9002,                 2.4171,                  3.026,                0.68996,                0.83077,                0.83967,                0.52729,                 2.1625,                  2.314,                 3.6024,              0.0010892,              0.0010892,              0.0010892
                     25,                 1.7397,                 2.2786,                 2.8771,                0.80752,                0.77458,                0.87238,                0.54921,                 2.1945,                 2.2266,                 3.6581,              0.0010496,              0.0010496,              0.0010496
                     26,                 1.7062,                  2.233,                 2.8567,                0.80272,                 0.8138,                0.88536,                0.58876,                 2.0687,                 2.2354,                 3.4852,                0.00101,                0.00101,                0.00101
                     27,                 1.7669,                 2.2136,                 2.9122,                 0.7618,                0.67692,                0.81713,                0.55971,                  2.208,                   2.22,                 3.6345,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.7859,                 2.2895,                 2.9101,                0.75137,                0.79042,                 0.8696,                0.58938,                 2.1822,                  2.156,                 3.5118,              0.0009308,              0.0009308,              0.0009308
                     29,                 1.7309,                 2.2569,                 2.8795,                0.84106,                0.81412,                 0.8566,                0.57501,                 2.0513,                 1.9509,                 3.4425,              0.0008912,              0.0008912,              0.0008912
                     30,                 1.7853,                 2.2698,                 2.9298,                0.86373,                0.78015,                0.88038,                0.62716,                 2.0021,                 1.8159,                 3.3508,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.7323,                 2.1431,                 2.8881,                0.78694,                    0.8,                0.84063,                 0.5662,                 2.0694,                 1.9704,                 3.3083,               0.000812,               0.000812,               0.000812
                     32,                 1.7338,                 2.0932,                 2.8665,                0.71249,                 0.6863,                0.77465,                0.52746,                 2.0925,                 2.1253,                 3.3542,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.6919,                  2.131,                 2.8478,                0.74161,                0.79486,                0.83176,                0.59002,                 2.0262,                 1.8749,                 3.3378,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.6319,                 1.9842,                 2.8653,                0.81804,                0.70769,                0.80769,                0.58082,                 1.9855,                  1.952,                 3.2494,              0.0006932,              0.0006932,              0.0006932
                     35,                  1.631,                 2.0319,                 2.7975,                0.84107,                0.73846,                 0.8479,                0.60407,                 1.9872,                 2.0193,                 3.3066,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.6764,                 2.0057,                 2.8698,                0.70892,                0.82435,                0.83975,                0.61761,                 1.8945,                 1.7704,                 3.2789,               0.000614,               0.000614,               0.000614
                     37,                 1.6665,                 1.9765,                 2.8234,                0.86035,                0.84615,                 0.9012,                0.67892,                 1.7788,                 1.6689,                 3.1632,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.5225,                 2.0042,                 2.7357,                0.94145,                0.84615,                  0.921,                0.66983,                 1.8431,                  1.497,                 3.2128,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.6029,                 1.8936,                 2.8061,                0.86996,                0.82341,                0.90817,                0.65251,                 1.9026,                 1.6288,                 3.2659,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.5435,                 1.9541,                 2.7683,                0.85896,                0.84331,                0.88193,                0.62282,                 2.0029,                 1.6035,                 3.3937,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.5106,                 2.1265,                 3.0339,                0.80732,                0.89231,                0.90198,                0.62313,                 1.9258,                 1.6487,                  3.262,               0.000416,               0.000416,               0.000416
                     42,                 1.3147,                 1.8159,                 2.8493,                0.88372,                0.81848,                0.90413,                0.63928,                 1.9923,                  1.826,                 3.2881,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.3282,                 1.6063,                 2.8938,                0.91237,                0.76923,                0.90101,                0.64741,                 1.8956,                 1.8324,                 3.1332,              0.0003368,              0.0003368,              0.0003368
                     44,                  1.196,                 1.6141,                 2.7572,                0.82479,                0.86915,                0.89655,                0.65802,                 1.9478,                 1.8229,                 3.1695,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.2672,                 1.6587,                 2.7326,                0.96407,                0.82573,                0.90608,                0.68487,                 2.0684,                 1.7401,                  3.177,              0.0002576,              0.0002576,              0.0002576
                     46,                  1.178,                  1.525,                 2.7941,                0.90008,                0.83156,                0.89954,                0.67726,                 1.9884,                 1.7594,                 3.0517,               0.000218,               0.000218,               0.000218
                     47,                 1.1015,                 1.4328,                 2.6698,                0.82768,                0.90769,                0.89333,                 0.6664,                 1.8773,                 1.7628,                  2.972,              0.0001784,              0.0001784,              0.0001784
                     48,                 1.1287,                 1.4799,                 2.6611,                0.91425,                 0.8202,                0.90925,                0.67763,                 1.9665,                 1.7408,                 3.0627,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.0653,                 1.4332,                 2.6568,                0.86018,                0.85189,                0.90601,                0.68982,                  1.994,                  1.792,                 3.1092,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.1083,                 1.3662,                 2.6593,                0.82598,                0.84615,                0.89687,                0.68413,                 1.9371,                 1.9112,                 3.0982,               5.96e-05,               5.96e-05,               5.96e-05
